query	target	is_main_isoform	HOG	OMA_group	PAM_distance	Alignment_score
CGD-AsF-046246|CADAFLAP00000430|Aspergillus	ASPFN12252	True	HOG:A0564247	OmaGroup:1002176	0	0
CGD-AsF-046338|CADAFLAP00001886|Aspergillus	ASPFN10538	True	HOG:A0780092	OmaGroup:1037453	0	0
CGD-AsF-047060|CADAFLAP00010563|Aspergillus	ASPFN03155	True	HOG:A0555205	OmaGroup:680814	0	0
CGD-AsF-047264|CADAFLAP00010212|Aspergillus	ASPFN02804	True	HOG:A0562907	OmaGroup:575030	0	0
CGD-AsF-047725|CADAFLAP00002988|Aspergillus	ASPFN11640	True	HOG:A0554940	OmaGroup:978678	0	0
CGD-AsF-047736|CADAFLAP00010846|Aspergillus	ASPFN02100	True	HOG:A0562187	OmaGroup:808413	0	0
CGD-AsF-048170|CADAFLAP00002094|Aspergillus	ASPFN10746	True	HOG:A0369679	OmaGroup:739604	0	0
CGD-AsF-048213|CADAFLAP00009457|Aspergillus	ASPFN03475	True	HOG:A0359996	OmaGroup:218442	0	0
CGD-AsF-048348|CADAFLAP00008068|Aspergillus	ASPFN05121	True	HOG:A0356519	n/a	0	0
CGD-AsF-048844|CADAFLAP00006093|Aspergillus	ASPFN06520	True	HOG:A0562172	OmaGroup:807454	0	0
CGD-AsF-048994|CADAFLAP00000647|Aspergillus	ASPFN12469	True	HOG:A0781594	OmaGroup:756701	0	0
CGD-AsF-049219|CADAFLAP00002588|Aspergillus	ASPFN11240	True	HOG:A0562834	OmaGroup:696162	0	0
CGD-AsF-049885|CADAFLAP00002106|Aspergillus	ASPFN10758	True	HOG:A0780565	OmaGroup:933234	0	0
CGD-AsF-050503|CADAFLAP00002123|Aspergillus	ASPFN10775	True	HOG:A0569940	OmaGroup:720158	0	0
CGD-AsF-051229|CADAFLAP00012097|Aspergillus	ASPFN01995	True	HOG:A0369486	OmaGroup:658903	0	0
CGD-AsF-051687|CADAFLAP00003766|Aspergillus	ASPFN09928	True	HOG:A0570577	OmaGroup:964985	0	0
CGD-AsF-052441|CADAFLAP00004614|Aspergillus	ASPFN08802	True	HOG:A0780249	OmaGroup:575102	0	0
CGD-AsF-053006|CADAFLAP00011185|Aspergillus	ASPFN02439	True	HOG:A0362657	OmaGroup:993064	0	0
CGD-AsF-053024|CADAFLAP00011965|Aspergillus	ASPFN01863	True	HOG:A0567592	OmaGroup:598572	0	0
CGD-AsF-053184|CADAFLAP00003158|Aspergillus	ASPFN11810	True	HOG:A0563478	OmaGroup:1034008	0	0
CGD-AsF-053229|CADAFLAP00013329|Aspergillus	ASPFN00634	True	HOG:A0365309	OmaGroup:743955	0	0
CGD-AsF-053411|CADAFLAP00002180|Aspergillus	ASPFN10832	True	HOG:A0359763	OmaGroup:940297	0	0
CGD-AsF-053848|CADAFLAP00002693|Aspergillus	ASPFN11345	True	HOG:A0362780	OmaGroup:818360	0	0
CGD-AsF-053937|CADAFLAP00008125|Aspergillus	ASPFN05178	True	HOG:A0785696	OmaGroup:803100	0	0
CGD-AsF-054663|CADAFLAP00002078|Aspergillus	ASPFN10730	True	HOG:A0779841	OmaGroup:954640	0	0
CGD-AsF-055926|CADAFLAP00000138|Aspergillus	ASPFN11960	True	HOG:A0563341	OmaGroup:989855	0	0
CGD-AsF-056520|CADAFLAP00012193|Aspergillus	ASPFN00691	True	HOG:A0360120	OmaGroup:676605	0	0
CGD-AsF-056595|CADAFLAP00008648|Aspergillus	ASPFN04181	True	HOG:A0786674	OmaGroup:987406	0	0
CGD-AsF-056759|CADAFLAP00012253|Aspergillus	ASPFN00751	True	HOG:A0365952	OmaGroup:207047	0	0
CGD-AsF-057106|CADAFLAP00010065|Aspergillus	ASPFN04083	True	HOG:A0785772	OmaGroup:943332	0	0
CGD-AsF-057987|CADAFLAP00010512|Aspergillus	ASPFN03104	True	HOG:A0570458	OmaGroup:939198	0	0
CGD-AsF-058032|CADAFLAP00008396|Aspergillus	ASPFN05449	True	HOG:A0366048	OmaGroup:807597	0	0
CGD-AsF-058134|CADAFLAP00007983|Aspergillus	ASPFN05036	True	HOG:A0358807	OmaGroup:613586	0	0
CGD-AsF-058929|CADAFLAP00002254|Aspergillus	ASPFN10906	True	HOG:A0566817	OmaGroup:969678	0	0
CGD-AsF-059057|CADAFLAP00012108|Aspergillus	ASPFN02006	True	HOG:A0563258	OmaGroup:933604	0	0
CGD-AsF-059883|CADAFLAP00002054|Aspergillus	ASPFN10706	True	HOG:A0360421	OmaGroup:703735	0	0
CGD-AsF-060363|CADAFLAP00003744|Aspergillus	ASPFN09906	True	HOG:A0562735	OmaGroup:941728	0	0
CGD-AsF-060887|CADAFLAP00000914|Aspergillus	ASPFN12736	True	HOG:A0783292	OmaGroup:968583	0	0
CGD-AsF-061222|CADAFLAP00005868|Aspergillus	ASPFN08138	True	HOG:A0350510	OmaGroup:198327	0	0
CGD-AsF-061337|CADAFLAP00011736|Aspergillus	ASPFN01634	True	HOG:A0779773	OmaGroup:766063	0	0
CGD-AsF-062066|CADAFLAP00012629|Aspergillus	ASPFN01127	True	HOG:A0357432	OmaGroup:613590	0	0
CGD-AsF-062285|CADAFLAP00011638|Aspergillus	ASPFN01536	True	HOG:A0781371	OmaGroup:784166	0	0
CGD-AsF-062382|CADAFLAP00000699|Aspergillus	ASPFN12521	True	HOG:A0571413	OmaGroup:1040952	0	0
CGD-AsF-063133|CADAFLAP00001709|Aspergillus	ASPFN10361	True	HOG:A0361313	OmaGroup:213554	0	0
CGD-AsF-063645|CADAFLAP00009844|Aspergillus	ASPFN03862	True	n/a	n/a	0	0
CGD-AsF-063861|CADAFLAP00000158|Aspergillus	ASPFN11980	True	HOG:A0351939	OmaGroup:805076	0	0
CGD-AsF-063880|CADAFLAP00010720|Aspergillus	ASPFN03312	True	HOG:A0571801	OmaGroup:991944	0	0
CGD-AsF-064052|CADAFLAP00004412|Aspergillus	ASPFN08600	True	HOG:A0362795	OmaGroup:993002	0	0
CGD-AsF-064121|CADAFLAP00007623|Aspergillus	ASPFN06281	True	HOG:A0362275	OmaGroup:786449	0	0
CGD-AsF-064623|CADAFLAP00003169|Aspergillus	ASPFN11821	True	HOG:A0779724	OmaGroup:687828	0	0
CGD-AsF-065145|CADAFLAP00004355|Aspergillus	ASPFN08543	True	HOG:A0355302	OmaGroup:979615	0	0
CGD-AsF-065242|CADAFLAP00008243|Aspergillus	ASPFN05296	True	HOG:A0572338	OmaGroup:1001155	0	0
CGD-AsF-065251|CADAFLAP00002195|Aspergillus	ASPFN10847	True	HOG:A0365325	OmaGroup:687669	0	0
CGD-AsF-065466|CADAFLAP00009050|Aspergillus	ASPFN04583	True	HOG:A0780112	OmaGroup:985986	0	0
CGD-AsF-065715|CADAFLAP00010064|Aspergillus	ASPFN04082	True	HOG:A0562464	OmaGroup:687665	0	0
CGD-AsF-066257|CADAFLAP00009141|Aspergillus	ASPFN04674	True	HOG:A0554849	OmaGroup:815571	0	0
CGD-AsF-066434|CADAFLAP00002717|Aspergillus	ASPFN11369	True	HOG:A0780429	OmaGroup:1038603	0	0
CGD-AsF-066541|CADAFLAP00004245|Aspergillus	ASPFN08433	True	n/a	n/a	0	0
CGD-AsF-066896|CADAFLAP00010724|Aspergillus	ASPFN03316	True	HOG:A0556114	OmaGroup:720109	0	0
CGD-AsF-067116|CADAFLAP00003165|Aspergillus	ASPFN11817	True	HOG:A0351910	OmaGroup:207367	0	0
CGD-AsF-067121|CADAFLAP00002578|Aspergillus	ASPFN11230	True	HOG:A0780195	OmaGroup:931410	0	0
CGD-AsF-067187|CADAFLAP00008283|Aspergillus	ASPFN05336	True	HOG:A0559401	OmaGroup:959776	0	0
CGD-AsF-067357|CADAFLAP00010992|Aspergillus	ASPFN02246	True	HOG:A0562334	OmaGroup:1036294	0	0
CGD-AsF-067373|CADAFLAP00004767|Aspergillus	ASPFN08955	True	HOG:A0567474	OmaGroup:688229	0	0
CGD-AsF-067518|CADAFLAP00010737|Aspergillus	ASPFN03329	True	HOG:A0361252	OmaGroup:627003	0	0
CGD-AsF-067582|CADAFLAP00003063|Aspergillus	ASPFN11715	True	HOG:A0555103	OmaGroup:1035948	0	0
CGD-AsF-067807|CADAFLAP00000785|Aspergillus	ASPFN12607	True	HOG:A0562779	OmaGroup:984832	0	0
CGD-AsF-067974|CADAFLAP00010810|Aspergillus	ASPFN02064	True	HOG:A0782219	OmaGroup:1009552	0	0
CGD-AsF-068879|CADAFLAP00009508|Aspergillus	ASPFN03526	True	HOG:A0355425	OmaGroup:767752	0	0
CGD-AsF-068959|CADAFLAP00002148|Aspergillus	ASPFN10800	True	HOG:A0562244	OmaGroup:950754	0	0
CGD-AsF-069063|CADAFLAP00002292|Aspergillus	ASPFN10944	True	HOG:A0786218	OmaGroup:688756	0	0
CGD-AsF-069248|CADAFLAP00004189|Aspergillus	ASPFN08377	True	n/a	n/a	0	0
CGD-AsF-069636|CADAFLAP00013284|Aspergillus	ASPFN00589	True	HOG:A0780104	OmaGroup:791095	0	0
CGD-AsF-069655|CADAFLAP00000919|Aspergillus	ASPFN12741	True	HOG:A0785991	OmaGroup:1040372	0	0
CGD-AsF-070187|CADAFLAP00002636|Aspergillus	ASPFN11288	True	HOG:A0562576	OmaGroup:939972	0	0
CGD-AsF-070206|CADAFLAP00000167|Aspergillus	ASPFN11989	True	HOG:A0554913	OmaGroup:653867	0	0
CGD-AsF-070363|CADAFLAP00003871|Aspergillus	ASPFN10033	True	HOG:A0562498	OmaGroup:807513	0	0
CGD-AsF-070416|CADAFLAP00010765|Aspergillus	ASPFN03357	True	HOG:A0563057	OmaGroup:756480	0	0
CGD-AsF-070509|CADAFLAP00005988|Aspergillus	ASPFN08258	True	HOG:A0567239	OmaGroup:974503	0	0
CGD-AsF-071150|CADAFLAP00002058|Aspergillus	ASPFN10710	True	HOG:A0562748	OmaGroup:1022142	0	0
CGD-AsF-071189|CADAFLAP00012060|Aspergillus	ASPFN01958	True	HOG:A0566924	OmaGroup:1031039	0	0
CGD-AsF-071609|CADAFLAP00002277|Aspergillus	ASPFN10929	True	HOG:A0563021	OmaGroup:1032776	0	0
CGD-AsF-071657|CADAFLAP00012373|Aspergillus	ASPFN00871	True	HOG:A0562522	OmaGroup:722168	0	0
CGD-AsF-071897|CADAFLAP00001541|Aspergillus	ASPFN13363	True	HOG:A0563258	OmaGroup:933605	0	0
CGD-AsF-071904|CADAFLAP00012143|Aspergillus	ASPFN02041	True	HOG:A0365565	OmaGroup:208835	0	0
CGD-AsF-072061|CADAFLAP00005004|Aspergillus	ASPFN09192	True	n/a	n/a	0	0
CGD-AsF-072236|CADAFLAP00007025|Aspergillus	ASPFN05683	True	HOG:A0351043	OmaGroup:729013	0	0
