query	target	is_main_isoform	HOG	OMA_group	PAM_distance	Alignment_score
CGD-ZyT-035597|Mycgr3P90261|Zymoseptoria	ZYMTR01915	True	HOG:A0314510	OmaGroup:201770	0	0
CGD-ZyT-036540|Mycgr3P111003|Zymoseptoria	ZYMTR02168	True	HOG:A0570577	OmaGroup:964985	0	0
CGD-ZyT-037111|Mycgr3P76651|Zymoseptoria	ZYMTR02552	True	HOG:A0322543	OmaGroup:658906	0	0
CGD-ZyT-037645|Mycgr3P91248|Zymoseptoria	ZYMTR05319	True	n/a	n/a	0	0
CGD-ZyT-038280|Mycgr3P68009|Zymoseptoria	ZYMTR04515	True	HOG:A0566885	OmaGroup:784481	0	0
CGD-ZyT-038472|Mycgr3P105119|Zymoseptoria	ZYMTR09064	True	HOG:A0563478	OmaGroup:1034008	0	0
CGD-ZyT-038980|Mycgr3P81468|Zymoseptoria	ZYMTR09039	True	HOG:A0563341	OmaGroup:989856	0	0
CGD-ZyT-039569|Mycgr3P84253|Zymoseptoria	ZYMTR01793	True	HOG:A0572338	OmaGroup:1001155	0	0
CGD-ZyT-039570|Mycgr3P61567|Zymoseptoria	ZYMTR09947	True	HOG:A0779761	OmaGroup:976341	0	0
CGD-ZyT-039779|Mycgr3P101774|Zymoseptoria	ZYMTR03235	True	HOG:A0562339	OmaGroup:1020269	0	0
CGD-ZyT-039939|Mycgr3P109561|Zymoseptoria	ZYMTR07854	True	HOG:A0362088	OmaGroup:755929	0	0
CGD-ZyT-040248|Mycgr3P89975|Zymoseptoria	ZYMTR01580	True	HOG:A0780441	OmaGroup:1025693	0	0
CGD-ZyT-040390|Mycgr3P103124|Zymoseptoria	ZYMTR04542	True	HOG:A0563057	OmaGroup:756480	0	0
CGD-ZyT-040860|Mycgr3P36274|Zymoseptoria	ZYMTR04438	True	HOG:A0363216	OmaGroup:787196	0	0
CGD-ZyT-040993|Mycgr3P98741|Zymoseptoria	ZYMTR01453	True	HOG:A0562464	OmaGroup:687683	0	0
CGD-ZyT-041433|Mycgr3P86659|Zymoseptoria	ZYMTR08811	True	HOG:A0369165	OmaGroup:808460	0	0
CGD-ZyT-041760|Mycgr3P101387|Zymoseptoria	ZYMTR02151	True	HOG:A0566642	OmaGroup:959289	0	0
CGD-ZyT-041920|Mycgr3P91566|Zymoseptoria	ZYMTR05829	True	HOG:A0362266	OmaGroup:788052	0	0
CGD-ZyT-042015|Mycgr3P86672|Zymoseptoria	ZYMTR08835	True	HOG:A0563258	OmaGroup:933602	0	0
CGD-ZyT-043143|Mycgr3P49830|Zymoseptoria	ZYMTR02615	True	HOG:A0366839	OmaGroup:703736	0	0
CGD-ZyT-043343|Mycgr3P65516|Zymoseptoria	ZYMTR00500	True	HOG:A0567672	OmaGroup:1002632	0	0
CGD-ZyT-043378|Mycgr3P42401|Zymoseptoria	ZYMTR08035	True	HOG:A0355425	OmaGroup:767752	0	0
CGD-ZyT-043471|Mycgr3P98331|Zymoseptoria	ZYMTR00535	True	HOG:A0572970	OmaGroup:723476	0	0
CGD-ZyT-043752|Mycgr3P94761|Zymoseptoria	ZYMTR09516	True	n/a	n/a	0	0
CGD-ZyT-043840|Mycgr3P67921|Zymoseptoria	ZYMTR04440	True	HOG:A0562834	OmaGroup:696155	0	0
CGD-ZyT-044086|Mycgr3P73189|Zymoseptoria	ZYMTR08572	True	HOG:A0369315	OmaGroup:714210	0	0
CGD-ZyT-044603|Mycgr3P107360|Zymoseptoria	ZYMTR01166	True	HOG:A0562663	OmaGroup:984698	0	0
CGD-ZyT-045198|Mycgr3P36895|Zymoseptoria	ZYMTR05004	True	HOG:A0362795	OmaGroup:993002	0	0
CGD-ZyT-045545|Mycgr3P75805|Zymoseptoria	ZYMTR10779	True	HOG:A0563708	OmaGroup:767742	0	0
CGD-ZyT-045601|Mycgr3P66122|Zymoseptoria	ZYMTR00911	True	HOG:A0562907	OmaGroup:575031	0	0
CGD-ZyT-046304|Mycgr3P107190|Zymoseptoria	ZYMTR00869	True	HOG:A0785644	OmaGroup:959592	0	0
CGD-ZyT-047291|Mycgr3P74660|Zymoseptoria	ZYMTR09900	True	HOG:A0780425	OmaGroup:968651	0	0
CGD-ZyT-047485|Mycgr3P98958|Zymoseptoria	ZYMTR04334	True	HOG:A0781289	OmaGroup:746787	0	0
CGD-ZyT-048089|Mycgr3P110066|Zymoseptoria	ZYMTR08934	True	HOG:A0357043	n/a	0	0
CGD-ZyT-048335|Mycgr3P65810|Zymoseptoria	ZYMTR00719	True	HOG:A0779919	OmaGroup:1038666	0	0
CGD-ZyT-048361|Mycgr3P72239|Zymoseptoria	ZYMTR07814	True	HOG:A0785747	OmaGroup:758850	0	0
CGD-ZyT-049152|Mycgr3P99570|Zymoseptoria	ZYMTR06056	True	HOG:A0562187	OmaGroup:812501	0	0
CGD-ZyT-049793|Mycgr3P101114|Zymoseptoria	ZYMTR10301	True	HOG:A0355611	OmaGroup:981214	0	0
CGD-ZyT-049835|Mycgr3P47050|Zymoseptoria	ZYMTR09829	True	HOG:A0571801	OmaGroup:991944	0	0
CGD-ZyT-050272|Mycgr3P52118|Zymoseptoria	ZYMTR00277	True	HOG:A0366920	OmaGroup:1004486	0	0
CGD-ZyT-050516|Mycgr3P39947|Zymoseptoria	ZYMTR06614	True	HOG:A0584245	OmaGroup:991597	0	0
CGD-ZyT-050611|Mycgr3P47735|Zymoseptoria	ZYMTR10526	True	HOG:A0366632	OmaGroup:1015415	0	0
CGD-ZyT-050729|Mycgr3P98612|Zymoseptoria	ZYMTR01180	True	HOG:A0562504	OmaGroup:807222	0	0
CGD-ZyT-050919|Mycgr3P60824|Zymoseptoria	ZYMTR09167	True	HOG:A0785991	OmaGroup:1040372	0	0
CGD-ZyT-050997|Mycgr3P90353|Zymoseptoria	ZYMTR04285	True	HOG:A0562576	OmaGroup:939972	0	0
CGD-ZyT-051020|Mycgr3P77854|Zymoseptoria	ZYMTR03582	True	HOG:A0355017	OmaGroup:720149	0	0
CGD-ZyT-051712|Mycgr3P102384|Zymoseptoria	ZYMTR00834	True	HOG:A0562522	OmaGroup:722167	0	0
CGD-ZyT-051969|Mycgr3P84730|Zymoseptoria	ZYMTR04982	True	HOG:A0562172	OmaGroup:807997	0	0
CGD-ZyT-052092|Mycgr3P80591|Zymoseptoria	ZYMTR07293	True	HOG:A0570458	OmaGroup:939183	0	0
CGD-ZyT-052235|Mycgr3P44439|Zymoseptoria	ZYMTR08493	True	HOG:A0365148	OmaGroup:974507	0	0
CGD-ZyT-052271|Mycgr3P71455|Zymoseptoria	ZYMTR07211	True	HOG:A0564087	OmaGroup:940094	0	0
CGD-ZyT-052521|Mycgr3P73426|Zymoseptoria	ZYMTR08719	True	HOG:A0566924	OmaGroup:1031039	0	0
CGD-ZyT-052755|Mycgr3P53498|Zymoseptoria	ZYMTR01200	True	HOG:A0785691	OmaGroup:958680	0	0
CGD-ZyT-053298|Mycgr3P103329|Zymoseptoria	ZYMTR04948	True	HOG:A0779843	OmaGroup:995923	0	0
CGD-ZyT-053581|Mycgr3P104155|Zymoseptoria	ZYMTR06967	True	HOG:A0562748	OmaGroup:1022142	0	0
CGD-ZyT-053886|Mycgr3P76401|Zymoseptoria	ZYMTR02290	True	HOG:A0566817	OmaGroup:969678	0	0
CGD-ZyT-054400|Mycgr3P82889|Zymoseptoria	ZYMTR03286	True	HOG:A0363135	OmaGroup:1013194	0	0
CGD-ZyT-054664|Mycgr3P85387|Zymoseptoria	ZYMTR06346	True	HOG:A0781076	OmaGroup:723477	0	0
CGD-ZyT-055247|Mycgr3P101073|Zymoseptoria	ZYMTR10192	True	HOG:A0555205	OmaGroup:680814	0	0
CGD-ZyT-055594|Mycgr3P48212|Zymoseptoria	ZYMTR10900	True	HOG:A0357044	OmaGroup:213414	0	0
CGD-ZyT-055777|Mycgr3P54740|Zymoseptoria	ZYMTR04377	True	HOG:A0780195	OmaGroup:931410	0	0
CGD-ZyT-056201|Mycgr3P55297|Zymoseptoria	ZYMTR04772	True	HOG:A0780112	OmaGroup:985986	0	0
CGD-ZyT-056244|Mycgr3P100306|Zymoseptoria	ZYMTR07954	True	HOG:A0562779	OmaGroup:984832	0	0
CGD-ZyT-056630|Mycgr3P75015|Zymoseptoria	ZYMTR10132	True	HOG:A0358441	OmaGroup:978622	0	0
CGD-ZyT-056679|Mycgr3P32785|Zymoseptoria	ZYMTR01199	True	HOG:A0369147	OmaGroup:658766	0	0
CGD-ZyT-057280|Mycgr3P85156|Zymoseptoria	ZYMTR05896	True	HOG:A0555083	OmaGroup:952230	0	0
CGD-ZyT-057340|Mycgr3P102837|Zymoseptoria	ZYMTR01586	True	HOG:A0781594	OmaGroup:756701	0	0
CGD-ZyT-057699|Mycgr3P18034|Zymoseptoria	ZYMTR01940	True	HOG:A0566934	OmaGroup:971448	0	0
CGD-ZyT-058939|Mycgr3P103866|Zymoseptoria	ZYMTR06274	True	HOG:A0780565	OmaGroup:933234	0	0
CGD-ZyT-059365|Mycgr3P33455|Zymoseptoria	ZYMTR00509	True	HOG:A0355525	OmaGroup:636383	0	0
CGD-ZyT-060121|Mycgr3P78914|Zymoseptoria	ZYMTR01449	True	HOG:A0314745	OmaGroup:940302	0	0
CGD-ZyT-060253|Mycgr3P110231|Zymoseptoria	ZYMTR09285	True	HOG:A0554940	OmaGroup:978526	0	0
CGD-ZyT-060803|Mycgr3P67117|Zymoseptoria	ZYMTR01559	True	HOG:A0563021	OmaGroup:1032776	0	0
CGD-ZyT-060841|Mycgr3P72646|Zymoseptoria	ZYMTR08135	True	HOG:A0366898	OmaGroup:953051	0	0
CGD-ZyT-061195|Mycgr3P109100|Zymoseptoria	ZYMTR06944	True	HOG:A0323468	OmaGroup:228007	0	0
CGD-ZyT-061210|Mycgr3P66739|Zymoseptoria	ZYMTR01320	True	HOG:A0571413	OmaGroup:1040952	0	0
CGD-ZyT-061439|Mycgr3P33937|Zymoseptoria	ZYMTR01093	True	HOG:A0366048	OmaGroup:807597	0	0
CGD-ZyT-061468|Mycgr3P105895|Zymoseptoria	ZYMTR02144	True	HOG:A0779791	OmaGroup:807443	0	0
CGD-ZyT-061510|Mycgr3P69430|Zymoseptoria	ZYMTR05702	True	HOG:A0780429	OmaGroup:1038602	0	0
CGD-ZyT-061513|Mycgr3P69338|Zymoseptoria	ZYMTR05650	True	HOG:A0565956	OmaGroup:808204	0	0
CGD-ZyT-061928|Mycgr3P88109|Zymoseptoria	ZYMTR02879	True	HOG:A0366294	OmaGroup:939995	0	0
CGD-ZyT-062528|Mycgr3P42477|Zymoseptoria	ZYMTR07641	True	HOG:A0362847	OmaGroup:994401	0	0
CGD-ZyT-062553|Mycgr3P100618|Zymoseptoria	ZYMTR08829	True	HOG:A0562464	OmaGroup:687665	0	0
CGD-ZyT-062684|Mycgr3P104571|Zymoseptoria	ZYMTR07838	True	HOG:A0314002	OmaGroup:968728	0	0
CGD-ZyT-062949|Mycgr3P71535|Zymoseptoria	ZYMTR07266	True	HOG:A0564030	OmaGroup:656523	0	0
CGD-ZyT-063825|Mycgr3P14664|Zymoseptoria	ZYMTR03503	True	HOG:A0365371	OmaGroup:860726	0	0
CGD-ZyT-063868|Mycgr3P102406|Zymoseptoria	ZYMTR00864	True	HOG:A0562334	OmaGroup:1036294	0	0
CGD-ZyT-063890|Mycgr3P104937|Zymoseptoria	ZYMTR08676	True	HOG:A0584152	OmaGroup:643293	0	0
CGD-ZyT-064204|Mycgr3P101342|Zymoseptoria	ZYMTR02032	True	HOG:A0371304	OmaGroup:997023	0	0
CGD-ZyT-064245|Mycgr3P104090|Zymoseptoria	ZYMTR06814	True	HOG:A0362780	OmaGroup:818360	0	0
CGD-ZyT-064271|Mycgr3P35526|Zymoseptoria	ZYMTR04294	True	HOG:A0555934	OmaGroup:676597	0	0
CGD-ZyT-064277|Mycgr3P32076|Zymoseptoria	ZYMTR01544	True	HOG:A0371175	OmaGroup:807345	0	0
CGD-ZyT-064395|Mycgr3P55438|Zymoseptoria	ZYMTR04889	True	HOG:A0562279	OmaGroup:978527	0	0
CGD-ZyT-064474|Mycgr3P98201|Zymoseptoria	ZYMTR00212	True	HOG:A0362664	OmaGroup:809286	0	0
CGD-ZyT-064923|Mycgr3P94547|Zymoseptoria	ZYMTR09270	True	HOG:A0357130	OmaGroup:613828	0	0
CGD-ZyT-065039|Mycgr3P99044|Zymoseptoria	ZYMTR04565	True	HOG:A0780092	OmaGroup:1037453	0	0
CGD-ZyT-065176|Mycgr3P72359|Zymoseptoria	ZYMTR07880	True	HOG:A0364603	OmaGroup:789747	0	0
CGD-ZyT-065212|Mycgr3P57074|Zymoseptoria	ZYMTR06242	True	HOG:A0369304	OmaGroup:988392	0	0
CGD-ZyT-065287|Mycgr3P65583|Zymoseptoria	ZYMTR00554	True	HOG:A0570364	OmaGroup:689974	0	0
CGD-ZyT-065780|Mycgr3P47899|Zymoseptoria	ZYMTR10463	True	HOG:A0790534	OmaGroup:756883	0	0
CGD-ZyT-066091|Mycgr3P106037|Zymoseptoria	ZYMTR02515	True	n/a	n/a	0	0
CGD-ZyT-066188|Mycgr3P51580|Zymoseptoria	ZYMTR03803	True	HOG:A0365292	n/a	0	0
CGD-ZyT-066244|Mycgr3P85668|Zymoseptoria	ZYMTR06912	True	HOG:A0370697	OmaGroup:809129	0	0
CGD-ZyT-066773|Mycgr3P106260|Zymoseptoria	ZYMTR03020	True	n/a	n/a	0	0
CGD-ZyT-068344|Mycgr3P36249|Zymoseptoria	ZYMTR04721	True	HOG:A0314754	OmaGroup:952248	0	0
CGD-ZyT-068637|Mycgr3P100470|Zymoseptoria	ZYMTR08439	True	HOG:A0555103	OmaGroup:1035942	0	0
CGD-ZyT-069085|Mycgr3P100586|Zymoseptoria	ZYMTR08732	True	HOG:A0785772	OmaGroup:943332	0	0
CGD-ZyT-069253|Mycgr3P69907|Zymoseptoria	ZYMTR06045	True	HOG:A0571462	OmaGroup:746864	0	0
CGD-ZyT-070477|Mycgr3P110308|Zymoseptoria	ZYMTR09639	True	HOG:A0562498	OmaGroup:810763	0	0
CGD-ZyT-070573|Mycgr3P100881|Zymoseptoria	ZYMTR09732	True	HOG:A0562172	OmaGroup:807454	0	0
CGD-ZyT-070768|Mycgr3P67324|Zymoseptoria	ZYMTR01730	True	HOG:A0322728	OmaGroup:979103	0	0
CGD-ZyT-070892|Mycgr3P105601|Zymoseptoria	ZYMTR10236	True	HOG:A0577799	OmaGroup:944899	0	0
CGD-ZyT-071386|Mycgr3P69513|Zymoseptoria	ZYMTR05752	True	HOG:A0362275	OmaGroup:786449	0	0
CGD-ZyT-071405|Mycgr3P57585|Zymoseptoria	ZYMTR06669	True	HOG:A0572328	OmaGroup:613116	0	0
CGD-ZyT-071800|Mycgr3P41717|Zymoseptoria	ZYMTR07527	True	HOG:A0369473	OmaGroup:812790	0	0
