query	target	is_main_isoform	HOG	OMA_group	PAM_distance	Alignment_score
CGD-TuM-044211|CAZ82027|Tuber	TUBMM02844	True	HOG:A0554823	OmaGroup:807770	0	0
CGD-TuM-044697|CAZ84142|Tuber	TUBMM04958	True	HOG:A0369679	OmaGroup:739604	0	0
CGD-TuM-044703|CAZ79661|Tuber	TUBMM00479	True	HOG:A0779791	OmaGroup:807443	0	0
CGD-TuM-045736|CAZ83744|Tuber	TUBMM04560	True	n/a	n/a	0	0
CGD-TuM-045802|CAZ80388|Tuber	TUBMM01206	True	HOG:A0562576	OmaGroup:939972	0	0
CGD-TuM-046159|CAZ79878|Tuber	TUBMM00696	True	HOG:A0562834	OmaGroup:696155	0	0
CGD-TuM-046645|CAZ86155|Tuber	TUBMM06971	True	HOG:A0566934	OmaGroup:971484	0	0
CGD-TuM-047084|CAZ85382|Tuber	TUBMM06198	True	HOG:A0570577	OmaGroup:964985	0	0
CGD-TuM-047402|CAZ85136|Tuber	TUBMM05952	True	HOG:A0779773	OmaGroup:766063	0	0
CGD-TuM-047460|CAZ84463|Tuber	TUBMM05279	True	HOG:A0564030	OmaGroup:656525	0	0
CGD-TuM-047559|CAZ84278|Tuber	TUBMM05094	True	HOG:A0368801	OmaGroup:832001	0	0
CGD-TuM-047641|CAZ83865|Tuber	TUBMM04681	True	HOG:A0554863	OmaGroup:807728	0	0
CGD-TuM-047800|CAZ84201|Tuber	TUBMM05017	True	HOG:A0312874	OmaGroup:1024923	0	0
CGD-TuM-048174|CAZ81709|Tuber	TUBMM02527	True	HOG:A0562769	OmaGroup:978200	0	0
CGD-TuM-048490|CAZ81059|Tuber	TUBMM01877	True	HOG:A0781371	OmaGroup:784166	0	0
CGD-TuM-048968|CAZ84572|Tuber	TUBMM05388	True	HOG:A0562663	OmaGroup:984698	0	0
CGD-TuM-049020|CAZ85211|Tuber	TUBMM06027	True	HOG:A0563021	OmaGroup:1032776	0	0
CGD-TuM-049167|CAZ86474|Tuber	TUBMM07290	True	HOG:A0554940	OmaGroup:978526	0	0
CGD-TuM-049485|CAZ81415|Tuber	TUBMM02233	True	HOG:A0562172	OmaGroup:807454	0	0
CGD-TuM-049503|CAZ82186|Tuber	TUBMM03003	True	HOG:A0566642	OmaGroup:959289	0	0
CGD-TuM-049636|CAZ83458|Tuber	TUBMM04274	True	HOG:A0364509	OmaGroup:211168	0	0
CGD-TuM-050677|CAZ84759|Tuber	TUBMM05575	True	HOG:A0362795	OmaGroup:993003	0	0
CGD-TuM-050759|CAZ81272|Tuber	TUBMM02090	True	HOG:A0362780	OmaGroup:818360	0	0
CGD-TuM-050898|CAZ82720|Tuber	TUBMM03537	True	HOG:A0362266	OmaGroup:788052	0	0
CGD-TuM-050900|CAZ82296|Tuber	TUBMM03113	True	HOG:A0363047	n/a	0	0
CGD-TuM-051231|CAZ81167|Tuber	TUBMM01985	True	HOG:A0562334	OmaGroup:1036294	0	0
CGD-TuM-051576|CAZ79429|Tuber	TUBMM00248	True	HOG:A0364373	OmaGroup:626983	0	0
CGD-TuM-051933|CAZ81788|Tuber	TUBMM02606	True	HOG:A0364417	OmaGroup:613746	0	0
CGD-TuM-053250|CAZ85214|Tuber	TUBMM06030	True	HOG:A0559239	OmaGroup:810640	0	0
CGD-TuM-053318|CAZ85065|Tuber	TUBMM05881	True	HOG:A0571413	OmaGroup:1040953	0	0
CGD-TuM-053381|CAZ79609|Tuber	TUBMM00427	True	HOG:A0362649	OmaGroup:703738	0	0
CGD-TuM-053524|CAZ82562|Tuber	TUBMM03379	True	HOG:A0785706	OmaGroup:941567	0	0
CGD-TuM-053651|CAZ84157|Tuber	TUBMM04973	True	HOG:A0562339	OmaGroup:1020269	0	0
CGD-TuM-053720|CAZ81042|Tuber	TUBMM01860	True	HOG:A0563708	OmaGroup:767742	0	0
CGD-TuM-053978|CAZ83970|Tuber	TUBMM04786	True	HOG:A0577799	OmaGroup:944899	0	0
CGD-TuM-053989|CAZ79707|Tuber	TUBMM00525	True	HOG:A0781289	OmaGroup:746787	0	0
CGD-TuM-054085|CAZ82660|Tuber	TUBMM03477	True	n/a	n/a	0	0
CGD-TuM-055768|CAZ85581|Tuber	TUBMM06397	True	HOG:A0563341	OmaGroup:989855	0	0
CGD-TuM-056063|CAZ80269|Tuber	TUBMM01087	True	HOG:A0559401	OmaGroup:959776	0	0
CGD-TuM-056318|CAZ80661|Tuber	TUBMM01479	True	HOG:A0565956	OmaGroup:810923	0	0
CGD-TuM-056433|CAZ79424|Tuber	TUBMM00243	True	HOG:A0783292	OmaGroup:968586	0	0
CGD-TuM-056460|CAZ79777|Tuber	TUBMM00595	True	n/a	n/a	0	0
CGD-TuM-056603|CAZ82323|Tuber	TUBMM03140	True	HOG:A0367530	OmaGroup:940249	0	0
CGD-TuM-056812|CAZ82424|Tuber	TUBMM03241	True	HOG:A0370697	OmaGroup:809129	0	0
CGD-TuM-056918|CAZ83410|Tuber	TUBMM04226	True	HOG:A0569336	OmaGroup:804650	0	0
CGD-TuM-056997|CAZ81772|Tuber	TUBMM02590	True	HOG:A0566924	OmaGroup:1031039	0	0
CGD-TuM-057688|CAZ80012|Tuber	TUBMM00830	True	HOG:A0559087	OmaGroup:936442	0	0
CGD-TuM-057702|CAZ83353|Tuber	TUBMM04169	True	HOG:A0779919	n/a	0	0
CGD-TuM-057721|CAZ81755|Tuber	TUBMM02573	True	HOG:A0562416	OmaGroup:950372	0	0
CGD-TuM-058239|CAZ79763|Tuber	TUBMM00581	True	HOG:A0780249	OmaGroup:575094	0	0
CGD-TuM-059229|CAZ80052|Tuber	TUBMM00870	True	HOG:A0366607	OmaGroup:935061	0	0
CGD-TuM-059256|CAZ84438|Tuber	TUBMM05254	True	HOG:A0564087	OmaGroup:940094	0	0
CGD-TuM-059478|CAZ82108|Tuber	TUBMM02925	True	HOG:A0555165	OmaGroup:934893	0	0
CGD-TuM-059484|CAZ84964|Tuber	TUBMM05780	True	HOG:A0785696	OmaGroup:803100	0	0
CGD-TuM-059924|CAZ82326|Tuber	TUBMM03143	True	HOG:A0312559	OmaGroup:193502	0	0
CGD-TuM-060086|CAZ85553|Tuber	TUBMM06369	True	HOG:A0562194	OmaGroup:872828	0	0
CGD-TuM-060337|CAZ81601|Tuber	TUBMM02419	True	HOG:A0780441	OmaGroup:1025693	0	0
CGD-TuM-060553|CAZ82081|Tuber	TUBMM02898	True	HOG:A0563258	OmaGroup:933604	0	0
CGD-TuM-061192|CAZ80281|Tuber	TUBMM01099	True	HOG:A0365747	OmaGroup:974872	0	0
CGD-TuM-062220|CAZ79207|Tuber	TUBMM00026	True	HOG:A0780425	OmaGroup:968651	0	0
CGD-TuM-062426|CAZ82979|Tuber	TUBMM03796	True	HOG:A0362159	OmaGroup:993004	0	0
CGD-TuM-062671|CAZ79381|Tuber	TUBMM00200	True	HOG:A0362910	OmaGroup:203093	0	0
CGD-TuM-062782|CAZ80766|Tuber	TUBMM01584	True	HOG:A0567474	OmaGroup:688222	0	0
CGD-TuM-063600|CAZ83138|Tuber	TUBMM03954	True	HOG:A0785644	OmaGroup:959592	0	0
CGD-TuM-063666|CAZ86095|Tuber	TUBMM06911	True	HOG:A0366452	OmaGroup:940306	0	0
CGD-TuM-064021|CAZ81332|Tuber	TUBMM02150	True	HOG:A0570458	OmaGroup:939183	0	0
CGD-TuM-065277|CAZ82410|Tuber	TUBMM03227	True	HOG:A0572338	OmaGroup:1001155	0	0
CGD-TuM-065873|CAZ84036|Tuber	TUBMM04852	True	HOG:A0554940	OmaGroup:979564	0	0
CGD-TuM-066976|CAZ83029|Tuber	TUBMM03845	True	HOG:A0779843	OmaGroup:995923	0	0
CGD-TuM-067280|CAZ84657|Tuber	TUBMM05473	True	HOG:A0563142	OmaGroup:680819	0	0
CGD-TuM-067320|CAZ84695|Tuber	TUBMM05511	True	HOG:A0369308	OmaGroup:1022214	0	0
CGD-TuM-068316|CAZ81451|Tuber	TUBMM02269	True	HOG:A0779761	OmaGroup:976341	0	0
CGD-TuM-069326|CAZ79212|Tuber	TUBMM00031	True	HOG:A0555205	OmaGroup:680814	0	0
CGD-TuM-069456|CAZ82147|Tuber	TUBMM02964	True	HOG:A0780565	OmaGroup:933234	0	0
CGD-TuM-069530|CAZ85853|Tuber	TUBMM06669	True	HOG:A0780112	OmaGroup:985986	0	0
CGD-TuM-070194|CAZ86568|Tuber	TUBMM07384	True	HOG:A0364507	OmaGroup:676641	0	0
CGD-TuM-070271|CAZ86593|Tuber	TUBMM07409	True	HOG:A0779770	OmaGroup:992421	0	0
CGD-TuM-070304|CAZ80782|Tuber	TUBMM01600	True	HOG:A0567672	OmaGroup:1002632	0	0
CGD-TuM-070597|CAZ83128|Tuber	TUBMM03944	True	HOG:A0365892	OmaGroup:810899	0	0
CGD-TuM-070631|CAZ84176|Tuber	TUBMM04992	True	HOG:A0555282	OmaGroup:807125	0	0
CGD-TuM-070736|CAZ82025|Tuber	TUBMM02842	True	HOG:A0362847	OmaGroup:994402	0	0
CGD-TuM-071047|CAZ80422|Tuber	TUBMM01240	True	HOG:A0555383	OmaGroup:807406	0	0
CGD-TuM-071663|CAZ80739|Tuber	TUBMM01557	True	HOG:A0584245	OmaGroup:228768	0	0
CGD-TuM-071694|CAZ80440|Tuber	TUBMM01258	True	HOG:A0366898	OmaGroup:953050	0	0
CGD-TuM-071818|CAZ80370|Tuber	TUBMM01188	True	HOG:A0312619	OmaGroup:194378	0	0
CGD-TuM-072018|CAZ82589|Tuber	TUBMM03406	True	HOG:A0562504	OmaGroup:807222	0	0
CGD-TuM-072030|CAZ81119|Tuber	TUBMM01937	True	HOG:A0785691	OmaGroup:958680	0	0
CGD-TuM-072125|CAZ80211|Tuber	TUBMM01029	True	HOG:A0563057	OmaGroup:756480	0	0
CGD-TuM-072374|CAZ79477|Tuber	TUBMM00295	True	HOG:A0555384	OmaGroup:974509	0	0
CGD-TuM-072442|CAZ82448|Tuber	TUBMM03265	True	HOG:A0563867	OmaGroup:984446	0	0
CGD-TuM-072605|CAZ86181|Tuber	TUBMM06997	True	HOG:A0312650	OmaGroup:968762	0	0
