#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
108	CGD-NeC-066955|EFNCRP00000007641|Neurospora	367110.Q7SBA0	100.0	526.9	Q7SBA0	Uncharacterized protein
109	CGD-NeC-067019|EFNCRP00000001155|Neurospora	367110.Q7SF35	100.0	443.0	Q7SF35	UPF0326 protein hag1
110	CGD-NeC-067416|EFNCRP00000006095|Neurospora	367110.V5IQ66	100.0	1101.7	V5IQ66	Benzoate 4-monooxygenase cytochrome P450
111	CGD-NeC-067719|EFNCRP00000005770|Neurospora	367110.Q7S5N8	96.5	997.3	cbs-2	Putative serine hydroxymethyltransferase, mitochondrial; Interconversion of serine and glycine.
112	CGD-NeC-068541|EFNCRP00000003401|Neurospora	367110.Q9HE25	100.0	356.7	rpl-17	60S ribosomal protein L17; Belongs to the universal ribosomal protein uL22 family. 
113	CGD-NeC-068606|EFNCRP00000002034|Neurospora	367110.Q7SGB2	100.0	484.2	Q7SGB2	Gamma-glutamylcyclotransferase; Catalyzes the cleavage of glutathione into 5-oxo-L-proline and a Cys-Gly dipeptide. Acts specifically on glutathione, but not on other gamma-glutamyl peptides; Belongs to the gamma-glutamylcyclotransferase family. 
114	CGD-NeC-068744|EFNCRP00000008344|Neurospora	367110.Q7S4J9	99.9	4842.7	Q7S4J9	Alpha-1,3-glucan synthase Ags2
115	CGD-NeC-068873|EFNCRP00000006682|Neurospora	367110.Q1K743	100.0	679.9	Q1K743	Elongation of fatty acids protein
116	CGD-NeC-068998|EFNCRP00000006479|Neurospora	367110.Q7S0G0	100.0	1102.4	Q7S0G0	Cytochrome P450 52A11; Belongs to the cytochrome P450 family. 
117	CGD-NeC-069307|EFNCRP00000002275|Neurospora	367110.P80576	100.0	980.3	aro-8	Phospho-2-dehydro-3-deoxyheptonate aldolase; Belongs to the class-II DAHP synthase family. 
118	CGD-NeC-069779|EFNCRP00000009147|Neurospora	367110.V5IKH7	100.0	459.1	V5IKH7	Superoxide dismutase; Destroys radicals which are normally produced within the cells and which are toxic to biological systems. ; Belongs to the iron/manganese superoxide dismutase family. 
119	CGD-NeC-069782|EFNCRP00000009261|Neurospora	367110.Q7S285	100.0	1458.4	Q7S285	Patatin-like phospholipase domain-containing protein; Lipid hydrolase; Belongs to the PLPL family. 
120	CGD-NeC-070038|EFNCRP00000006404|Neurospora	367110.Q01631	100.0	3701.0	cr-1	Adenylate cyclase; Plays essential roles in regulation of cellular metabolism by catalyzing the synthesis of a second messenger, cAMP. 
121	CGD-NeC-071277|EFNCRP00000004579|Neurospora	367110.Q7S6N8	100.0	703.0	fbp-1	Fructose-1,6-bisphosphatase; Belongs to the FBPase class 1 family. 
122	CGD-NeC-072512|EFNCRP00000003589|Neurospora	367110.Q1K5Z3	100.0	923.3	Q1K5Z3	3-hydroxy-3-methylglutaryl coenzyme A synthase; This enzyme condenses acetyl-CoA with acetoacetyl-CoA to form HMG-CoA, which is the substrate for HMG-CoA reductase. 
123	CGD-NeC-019889|A3RNH6|Neurospora	367110.A3RNH6	100.0	599.0	A3RNH6	Mitochondrial hydrolase
124	CGD-NeC-019890|A3RNI2|Neurospora	367110.A3RNI2	100.0	215.7	rpa-3	Replication protein A-3
125	CGD-NeC-019891|A7UVY8|Neurospora	367110.A7UVY8	100.0	546.6	A7UVY8	Phosphoglycerate mutase
126	CGD-NeC-019892|A7UW01|Neurospora	367110.A7UW01	100.0	395.2	A7UW01	Glucosamine 6-phosphate N-acetyltransferase; Belongs to the acetyltransferase family. GNA1 subfamily. 
127	CGD-NeC-019893|A7UW19|Neurospora	367110.A7UW19	100.0	1520.0	A7UW19	Zn(2)-C6 fungal-type domain-containing protein
128	CGD-NeC-019894|A7UW39|Neurospora	367110.A7UW39	100.0	231.5	A7UW39	60S ribosomal protein L35
129	CGD-NeC-019895|A7UWA0|Neurospora	367110.A7UWA0	100.0	373.6	A7UWA0	Uncharacterized protein
130	CGD-NeC-019896|A7UWB0|Neurospora	367110.A7UWB0	100.0	86.7	A7UWB0	Uncharacterized protein
131	CGD-NeC-019897|A7UWB7|Neurospora	367110.A7UWB7	100.0	1152.5	A7UWB7	MFS domain-containing protein
132	CGD-NeC-019898|A7UWE3|Neurospora	367110.A7UWE3	100.0	880.6	A7UWE3	Uncharacterized protein
133	CGD-NeC-019899|A7UWH6|Neurospora	367110.A7UWH6	100.0	798.9	A7UWH6	AB hydrolase-1 domain-containing protein
134	CGD-NeC-019900|A7UWJ1|Neurospora	367110.A7UWJ1	100.0	227.6	A7UWJ1	Uncharacterized protein
135	CGD-NeC-019901|A7UWK4|Neurospora	367110.A7UWK4	100.0	342.8	A7UWK4	Ribose 5-phosphate isomerase
136	CGD-NeC-019902|A7UWL5|Neurospora	367110.A7UWL5	100.0	632.1	NRS/ER	NRS/ER
137	CGD-NeC-019903|A7UWM6|Neurospora	367110.A7UWM6	100.0	335.9	A7UWM6	Ubiquitin-conjugating enzyme E2
138	CGD-NeC-019904|A7UWN5|Neurospora	367110.A7UWN5	100.0	411.4	A7UWN5	DUF676 domain-containing protein
139	CGD-NeC-019905|A7UWT0|Neurospora	367110.A7UWT0	100.0	651.4	A7UWT0	Ribosomal L1 domain-containing protein 1
140	CGD-NeC-019906|A7UWT1|Neurospora	367110.A7UWT1	100.0	1053.9	A7UWT1	Transcription factor Tos4
141	CGD-NeC-019907|A7UWT3|Neurospora	367110.A7UWT3	100.0	144.8	A7UWT3	Uncharacterized protein
142	CGD-NeC-019908|A7UX10|Neurospora	367110.A7UX10	100.0	1039.3	A7UX10	DUF890 domain-containing protein
143	CGD-NeC-019909|A7UX34|Neurospora	367110.A7UX34	100.0	769.2	A7UX34	5',5'''-P-1,P-4-tetraphosphate phosphorylase 2
144	CGD-NeC-019910|A7UX48|Neurospora	367110.A7UX48	100.0	847.4	SCJ1	SCJ1
145	CGD-NeC-019911|A7UX72|Neurospora	367110.A7UX72	100.0	135.6	A7UX72	Uncharacterized protein
146	CGD-NeC-019912|A7UX80|Neurospora	367110.A7UX80	100.0	694.1	A7UX80	Uncharacterized protein
147	CGD-NeC-019913|A7UXA0|Neurospora	367110.A7UXA0	100.0	931.0	A7UXA0	S-(Hydroxymethyl)glutathione dehydrogenase
148	CGD-NeC-019914|A7UXB4|Neurospora	367110.A7UXB4	100.0	761.1	A7UXB4	Pyridoxine kinase
149	CGD-NeC-019915|A7UXB9|Neurospora	367110.A7UXB9	100.0	452.2	A7UXB9	26S proteasome non-ATPase regulatory subunit 9
